"","dictionary"
"238","will"
"239","provide"
"240","a"
"241","means"
"242","for"
"243","industry"
"244","and"
"245","government"
"246","agencies"
"247","to"
"248","come"
"249","to"
"250","an"
"251","understanding"
"252","of"
"253","costeffective"
"254","regulation"
"255","of"
"256","arsenic"
"257","as"
"258","a"
"259","hazardous"
"260","material"
"261","through"
"262","knowledge"
"263","of"
"264","production"
"265","and"
"266","use"
"267","patterns"
"268","toxicologic"
"269","properties"
"270","and"
"271","the"
"272","presence"
"273","of"
"274","arsenic"
"275","in"
"276","the"
"277","environment"
"278","ethylene"
"279","oxide"
"280","the"
"281","ethylene"
"282","oxide"
"283","industry"
"284","council"
"285","was"
"286","formed"
"287","to"
"288","develop"
"289","information"
"290","regarding"
"291","responsible"
"292","industry"
"293","programs"
"294","to"
"295","control"
"296","exposure"
"297","to"
"298","ethylene"
"299","oxide"
"300","to"
"301","develop"
"302","relevant"
"303","scientific"
"304","technological"
"305","and"
"306","economic"
"307","data"
"308","and"
"309","ill"
"310","to"
"311","present"
"312","such"
"313","information"
"314","and"
"315","data"
"316","to"
"317","u"
"318","s"
"319","governmental"
"320","bodies"
"321","considering"
"322","regulatory"
"323","controls"
"324","pertaining"
"325","to"
"326","ethylene"
"327","oxide"
"328","so"
"329","as"
"330","to"
"331","assure"
"332","that"
"333","such"
"334","standards"
"335","regulations"
"336","or"
"337","policies"
"338","are"
"339","reasonable"
"340","scientifically"
"341","sound"
"342","and"
"343","economically"
"344","and"
"345","socially"
"346","effective"
"347","spac"
"348","recommended"
"349","approval"
"350","of"
"351","the"
"352","formation"
"353","of"
"354","this"
"355","council"
"356","polychlorinated"
"357","biphenyls"
"358","under"
"359","the"
"360","chemical"
"361","regulations"
"362","advisory"
"363","committee"
"364","crag"
"365","companies"
"366","affected"
"367","by"
"368","che"
"369","courts"
"370","decision"
"371","on"
"372","polychlorinated"
"373","biphenyls"
"374","pcbs"
"375","initiated"
"376","two"
"377","surveys"
"378","to"
"379","provide"
"380","epa"
"381","with"
"382","information"
"383","for"
"384","promulgating"
"385","a"
"386","final"
"387","regulation"
"388","the"
"389","estimated"
"390","cost"
"391","of"
"392","these"
"393","surveys"
"394","and"
"395","other"
"396","consultant"
"397","fees"
"398","was"
"399","crac"
"400","budgeted"
"401","the"
"402","original"
"403","phase"
"404","and"
"405","then"
"406","asked"
"407","chat"
"408","the"
"409","program"
"410","be"
"411","moved"
"412","to"
"413","the"
"414","special"
"415","programs"
"416","division"
"417","spac"
"418","approved"
"419","che"
"420","first"
"421","phase"
"422","of"
"423","a"
"424","pcb"
"425","special"
"426","program"
"427","which"
"428","will"
"429","include"
"430","conducting"
"431","two"
"432","surveys"
"433","analyzing"
"434","che"
"435","data"
"436","from"
"437","che"
"438","surveys"
"439","and"
"440","participating"
"441","in"
"442","formal"
"443","rulemaking"
"444","crac"
"445","contributed"
"446","toward"
"447","this"
"448","effort"
"449","spac"
"450","will"
"451","review"
"452","the"
"453","program"
"454","at"
"455","che"
"456","end"
"457","of"
"458","phase"
"459","i"
"460","and"
"461","will"
"462","make"
"463","a"
"464","recommendation"
"465","on"
"466","whether"
"467","phase"
"468","ii"
"469","should"
"470","be"
"471","continued"
"472","under"
"473","special"
"474","programs"
"475","new"
"476","source"
"477","performance"
"478","standard"
"479","on"
"480","nonmetalllc"
"481","minerals"
"482","iie"
"483","to"
"484","lack"
"485","of"
"486","funding"
"487","the"
"488","environmental"
"489","management"
"490","committee"
"491","transferred"
"492","a"
"493","request"
"494","for"
"495","a"
"496","new"
"497","program"
"498","on"
"499","nonmetalllc"
"500","minerals"
"501","to"
"502","che"
"503","special"
"504","programs"
"505","division"
"506","initially"
"507","the"
"508","burden"
"509","of"
"510","these"
"511","regulations"
"512","would"
"513","have"
"514","cma"
"515","b"
"516","n"
"517","on"
"518","the"
"519","nonmetallic"
"520","mineral"
"521","industry"
"522","alone"
"523","but"
"524","the"
"525","precedent"
"526","would"
"527","be"
"528","set"
"529","for"
"530","the"
"531","regulatory"
"532","agency"
"533","to"
"534","take"
"535","such"
"536","actlona"
"537","on"
"538","ocher"
"539","sectors"
"540","of"
"541","the"
"542","chemical"
"543","industry"
"544","spac"
"545","recommended"
"546","approval"
"547","of"
"548","this"
"549","program"
"550","with"
"551","the"
"552","special"
"553","programs"
"554","division"
"555","providing"
"556","all"
"557","administration"
"558","and"
"559","the"
"560","environmental"
"561","division"
"562","providing"
"563","all"
"564","technical"
"565","support"
"566","subsequent"
"567","to"
"568","this"
"569","recommendation"
"570","the"
"571","spa"
"572","under"
"573","the"
"574","new"
"575","administration"
"576","decided"
"577","not"
"578","to"
"579","pursue"
"580","the"
"581","proposed"
"582","regulation"
"583","and"
"584","therefore"
"585","the"
"586","spac"
"587","recommendation"
"588","was"
"589","not"
"590","brought"
"591","to"
"592","the"
"593","executive"
"594","committee"
"595","specific"
"596","recommendations"
"597","to"
"598","panels"
"599","acrylonitrile"
"600","in"
"601","cma"
"602","signed"
"603","a"
"604","contract"
"605","to"
"606","investigate"
"607","the"
"608","possible"
"609","toxic"
"610","effects"
"611","and"
"612","the"
"613","pharmacodynamics"
"614","of"
"615","ingested"
"616","and"
"617","inhaled"
"618","acrylonitrile"
"619","in"
"620","laboratory"
"621","animals"
"622","in"
"623","the"
"624","contract"
"625","was"
"626","amended"
"627","and"
"628","the"
"629","contract"
"630","amount"
"631","raised"
"632","to"
"633","the"
"634","contractor"
"635","submitted"
"636","the"
"637","report"
"638","on"
"639","the"
"640","last"
"641","phase"
"642","of"
"643","this"
"644","study"
"645","on"
"646","december"
"647","at"
"648","the"
"649","same"
"650","time"
"651","the"
"652","contractor"
"653","submitted"
"654","a"
"655","final"
"656","invoice"
"657","containing"
"658","a"
"659","costoverrun"
"660","of"
"661","cma"
"662","has"
"663","initiated"
"664","balloting"
"665","of"
"666","panel"
"667","members"
"668","to"
"669","determine"
"670","if"
"671","they"
"672","approve"
"673","payment"
"674","of"
"675","this"
"676","cost"
"677","overrun"
"678","several"
"679","ballots"
"680","remain"
"681","outstanding"
"682","upon"
"683","spacs"
"684","recommendation"
"685","the"
"686","cma"
"687","legal"
"688","department"
"689","confirmed"
"690","that"
"691","cma"
"692","is"
"693","not"
"694","reponslble"
"695","under"
"696","the"
"697","terms"
"698","of"
"699","the"
"700","contract"
"701","for"
"702","the"
"703","overrun"
"704","although"
"705","several"
"706","companies"
"707","have"
"708","still"
"709","not"
"710","responded"
"711","with"
"712","their"
"713","ballots"
"714","staff"
"715","and"
"716","cma"
"717","counsel"
"718","are"
"719","working"
"720","closely"
"721","with"
"722","the"
"723","contractor"
"724","and"
"725","the"
"726","panel"
"727","to"
"728","resolve"
"729","the"
"730","cost"
"731","overrun"
"732","chlorobenzenes"
"733","when"
"734","epa"
"735","issued"
"736","a"
"737","tsca"
"738","section"
"739","a"
"740","draft"
"741","test"
"742","rules"
"743","package"
"744","on"
"745","chlorobenzenes"
"746","two"
"747","cma"
"748","groups"
"749","became"
"750","involved"
"751","the"
"752","crac"
"753","testing"
"754","task"
"755","group"
"756","identified"
"757","broed"
"758","policy"
"759","and"
"760","legal"
"761","issues"
"762","and"
"763","spoke"
"764","with"
"765","epa"
"766","regarding"
"767","the"
"768","precedentsetting"
"769","implications"
"770","the"
"771","program"
"772","panel"
"773","which"
"774","has"
"775","always"
"776","been"
"777","researchoriented"
"778","established"
"779","a"
"780","toxicology"
"781","regulatory"
"782","task"
"783","group"
"784","to"
"785","address"
"786","specific"
"787","toxicological"
"788","issues"
"789","concerning"
"790","the"
"791","six"
"792","chlorobenzenes"
"793","recommended"
"794","for"
"795","immediate"
"796","testing"
"797","in"
"798","addition"
"799","socma"
"800","formed"
"801","the"
"802","chlorobenzenes"
"803","producers"
"804","association"
"805","to"
"806","assume"
"807","an"
"808","advocacy"
"809","position"
"810","all"
"811","of"
"812","these"
"813","groups"
"814","worked"
"815","together"
"816","to"
"817","form"
"818","a"
"819","unified"
"820","industry"
"821","position"
"822","on"
"823","the"
"824","test"
"825","rules"
"826","package"
"827","spac"
"828","recommended"
"829","that"
"830","these"
"831","groups"
"832","continue"
"833","with"
"834","the"
"835","work"
"836","they"
"837","have"
"838","begun"
"839","until"
"840","the"
"841","federal"
"842","register"
"843","notice"
"844","comes"
"845","out"
"846","spac"
"847","further"
"848","recommended"
"849","that"
"850","as"
"851","most"
"852","of"
"853","the"
"854","companies"
"855","participating"
"856","in"
"857","cma"
"858","research"
"859","and"
"860","socma"
"861","advocacy"
"862","programs"
"863","are"
"864","the"
"865","same"
"866","a"
"867","consideration"
"868","be"
"869","given"
"870","to"
"871","bringing"
"872","both"
"873","the"
"874","chlorobenzenes"
"875","research"
"876","and"
"877","advocacy"
"878","programs"
"879","under"
"880","one"
"881","umbrella"
"882","organization"
"883","at"
"884","an"
"885","appropriate"
"886","time"
"887","ethylene"
"888","dibromlde"
"889","audits"
"890","of"
"891","the"
"892","mci"
"893","and"
"894","niosh"
"895","studies"
"896","were"
"897","completed"
"898","and"
"899","an"
"900","independent"
"901","auditor"
"902","found"
"903","that"
"904","both"
"905","of"
"906","these"
"907","studies"
"908","were"
"909","acceptable"
"910","spac"
"911","therefore"
"912","on"
"913","august"
"914","supported"
"915","the"
"916","panels"
"917","decision"
"918","to"
"919","disband"
"920","although"
"921","they"
"922","suggested"
"923","a"
"924","new"
"925","panel"
"926","be"
"927","formed"
"928","to"
"929","continue"
"930","for"
"931","advocacy"
"932","following"
"933","this"
"934","decision"
"935","osha"
"936","received"
"937","a"
"938","petition"
"939","from"
"940","the"
"941","teamsters"
"942","union"
"943","to"
"944","lower"
"945","the"
"946","exposure"
"947","limit"
"948","on"
"949","edb"
"950","from"
"951","ppb"
"952","to"
"953","ppb"
"954","spac"
"955","reviewed"
"956","plans"
"957","for"
"958","a"
"959","reconstituted"
"960","panel"
"961","on"
"962","october"
"963","cma"
"964","fluorocarbons"
"965","sfac"
"966","approved"
"967","a"
"968","limited"
"969","advocacy"
"970","role"
"971","for"
"972","the"
"973","fluorocarbons"
"974","program"
"975","panel"
"976","so"
"977","chat"
"978","the"
"979","panel"
"980","could"
"981","make"
"982","statements"
"983","on"
"984","science"
"985","the"
"986","first"
"987","was"
"988","in"
"989","response"
"990","to"
"991","the"
"992","november"
"993","nas"
"994","report"
"995","stratospheric"
"996","ozone"
"997","depletion"
"998","by"
"999","halocarbons"
"1000","chemistry"
"1001","and"
"1002","transport"
"1003","spac"
"1004","recommended"
"1005","that"
"1006","the"
"1007","panel"
"1008","continue"
"1009","its"
"1010","limited"
"1011","advocacy"
"1012","charter"
"1013","and"
"1014","appointed"
"1015","two"
"1016","members"
"1017","to"
"1018","explore"
"1019","appropriate"
"1020","means"
"1021","of"
"1022","coordinating"
"1023","the"
"1024","alliance"
"1025","the"
"1026","cma"
"1027","fluorocarbons"
"1028","panel"
"1029","and"
"1030","the"
"1031","cma"
"1032","section"
"1033","testing"
"1034","task"
"1035","force"
"1036","of"
"1037","the"
"1038","chemical"
"1039","regulations"
"1040","advisory"
"1041","committee"
"1042","ketones"
"1043","spac"
"1044","endorsed"
"1045","the"
"1046","panels"
"1047","plans"
"1048","to"
"1049","establish"
"1050","an"
"1051","early"
"1052","dialogue"
"1053","with"
"1054","epa"
"1055","regarding"
"1056","the"
"1057","anticipated"
"1058","tsca"
"1059","section"
"1060","a"
"1061","rule"
"1062","however"
"1063","spac"
"1064","recommended"
"1065","that"
"1066","the"
"1067","panels"
"1068","charter"
"1069","be"
"1070","amended"
"1071","to"
"1072","include"
"1073","epidemiologic"
"1074","studies"
"1075","and"
"1076","possible"
"1077","evaluation"
"1078","of"
"1079","the"
"1080","environmental"
"1081","effects"
"1082","of"
"1083","ketone"
"1084","phthalate"
"1085","esters"
"1086","in"
"1087","early"
"1088","the"
"1089","phthalate"
"1090","esters"
"1091","panel"
"1092","planned"
"1093","a"
"1094","material"
"1095","handling"
"1096","survey"
"1097","of"
"1098","the"
"1099","manufacturers"
"1100","distributors"
"1101","and"
"1102","users"
"1103","of"
"1104","phthalates"
"1105","however"
"1106","since"
"1107","cma"
"1108","is"
"1109","a"
"1110","trade"
"1111","association"
"1112","representing"
"1113","manufacturers"
"1114","spac"
"1115","recommended"
"1116","that"
"1117","all"
"1118","action"
"1119","be"
"1120","cabled"
"1121","until"
"1122","the"
"1123","society"
"1124","of"
"1125","the"
"1126","plastics"
"1127","industry"
"1128","could"
"1129","be"
"1130","contacted"
"1131","in"
"1132","the"
"1133","meantime"
"1134","a"
"1135","study"
"1136","by"
"1137","the"
"1138","national"
"1139","cancer"
"1140","institute"
"1141","became"
"1142","available"
"1143","which"
"1144","for"
"1145","the"
"1146","first"
"1147","time"
"1148","raised"
"1149","health"
"1150","affects"
"1151","concerns"
"1152","for"
"1153","phthalate"
"1154","esters"
"1155","in"
"1156","addition"
"1157","based"
"1158","upon"
"1159","ncis"
"1160","findings"
"1161","epa"
"1162","requested"
"1163","additional"
"1164","information"
"1165","on"
"1166","pmns"
"1167","for"
"1168","phthalate"
"1169","esters"
"1170","the"
"1171","panel"
"1172","was"
"1173","concerned"
"1174","that"
"1175","epa"
"1176","had"
"1177","taken"
"1178","regulatory"
"1179","action"
"1180","on"
"1181","preliminary"
"1182","information"
"1183","and"
"1184","that"
"1185","epa"
"1186","might"
"1187","come"
"1188","up"
"1189","with"
"1190","an"
"1191","unreasonable"
"1192","tsca"
"1193","section"
"1194","a"
"1195","rule"
"1196","spac"
"1197","recommended"
"1198","that"
"1199","the"
"1200","panel"
"1201","add"
"1202","advocacy"
"1203","to"
"1204","its"
"1205","charter"
"1206","and"
"1207","that"
"1208","they"
"1209","establish"
"1210","a"
"1211","dialogue"
"1212","with"
"1213","epa"
"1214","on"
"1215","developing"
"1216","a"
"1217","voluntary"
"1218","test"
"1219","standard"
"1220","this"
"1221","was"
"1222","a"
"1223","valuable"
"1224","recommendation"
"1225","as"
"1226","can"
"1227","be"
"1228","seen"
"1229","by"
"1230","the"
"1231","subsequent"
"1232","accomplishments"
"1233","of"
"1234","this"
"1235","panel"
"1236","section"
"1237","of"
"1238","the"
"1239","attachment"
"1240","titanium"
"1241","dioxide"
"1242","spac"
"1243","recommended"
"1244","that"
"1245","in"
"1246","the"
"1247","absence"
"1248","of"
"1249","any"
"1250","significant"
"1251","findings"
"1252","in"
"1253","the"
"1254","longterm"
"1255","inhalation"
"1256","study"
"1257","in"
"1258","progress"
"1259","at"
"1260","dupont"
"1261","the"
"1262","pmnel"
"1263","consider"
"1264","disbanding"
"1265","vinyl"
"1266","chloride"
"1267","the"
"1268","vinyl"
"1269","chloride"
"1270","panel"
"1271","hired"
"1272","an"
"1273","independent"
"1274","consultant"
"1275","to"
"1276","review"
"1277","the"
"1278","work"
"1279","performed"
"1280","by"
"1281","industrial"
"1282","biotest"
"1283","ibt"
"1284","under"
"1285","contract"
"1286","to"
"1287","cma"
"1288","this"
"1289","consultant"
"1290","recommended"
"1291","that"
"1292","cma"
"1293","examine"
"1294","animal"
"1295","tissues"
"1296","still"
"1297","available"
"1298","from"
"1299","the"
"1300","study"
"1301","the"
"1302","panel"
"1303","did"
"1304","not"
"1305","act"
"1306","upon"
"1307","this"
"1308","recommendation"
"1309","however"
"1310","they"
"1311","did"
"1312","ask"
"1313","ibt"
"1314","for"
"1315","a"
"1316","refund"
"1317","of"
"1318","the"
"1319","they"
"1320","had"
"1321","already"
"1322","paid"
"1323","under"
"1324","che"
"1325","contract"
"1326","the"
"1327","panel"
"1328","was"
"1329","waiting"
"1330","for"
"1331","financial"
"1332","resolution"
"1333","with"
"1334","ibt"
"1335","before"
"1336","submitting"
"1337","a"
"1338","final"
"1339","report"
"1340","to"
"1341","government"
"1342","agencies"
"1343","spac"
"1344","recommended"
"1345","that"
"1346","the"
"1347","panel"
"1348","not"
"1349","wait"
"1350","for"
"1351","resolution"
"1352","before"
"1353","submitting"
"1354","a"
"1355","final"
"1356","and"
"1357","report"
"1358","chat"
"1359","they"
"1360","act"
"1361","up"
"1362","a"
"1363","th"
"1364","consultants"
"1365","recommendation"
"1366","to"
"1367","do"
"1368","additional"
"1369","histopathology"
"1370","the"
"1371","panel"
"1372","followed"
"1373","this"
"1374","rec"
"1375","mmendatlon"
"1376","cma"
"1377","zinc"
"1378","dialkyl"
"1379","dlthlophosphata"
"1380","spac"
"1381","heard"
"1382","a"
"1383","proposal"
"1384","for"
"1385","a"
"1386","new"
"1387","special"
"1388","program"
"1389","on"
"1390","zddp"
"1391","although"
"1392","this"
"1393","new"
"1394","panel"
"1395","urns"
"1396","interested"
"1397","in"
"1398","studying"
"1399","the"
"1400","reproductive"
"1401","role"
"1402","of"
"1403","zddp"
"1404","in"
"1405","rats"
"1406","and"
"1407","rabbits"
"1408","spac"
"1409","recommended"
"1410","that"
"1411","they"
"1412","consider"
"1413","undertaking"
"1414","an"
"1415","epidemiological"
"1416","study"
"1417","spac"
"1418","approved"
"1419","the"
"1420","panels"
"1421","draft"
"1422","charter"
"1423","with"
"1424","a"
"1425","strong"
"1426","recommendation"
"1427","that"
"1428","it"
"1429","be"
"1430","expanded"
"1431","to"
"1432","include"
"1433","advocacy"
"1434","the"
"1435","panel"
"1436","followed"
"1437","this"
"1438","recommendation"
"1439","spacs"
"1440","recommendations"
"1441","to"
"1442","the"
"1443","executive"
"1444","committee"
"1445","sfacs"
"1446","review"
"1447","of"
"1448","ongoing"
"1449","special"
"1450","programs"
"1451","as"
"1452","well"
"1453","as"
"1454","proposals"
"1455","for"
"1456","new"
"1457","programs"
"1458","concentrated"
"1459","on"
"1460","scientific"
"1461","and"
"1462","policy"
"1463","issues"
"1464","the"
"1465","adequacy"
"1466","of"
"1467","professional"
"1468","and"
"1469","financial"
"1470","support"
"1471","from"
"1472","participating"
"1473","companies"
"1474","the"
"1475","availability"
"1476","of"
"1477","cma"
"1478","resources"
"1479","and"
"1480","the"
"1481","inclusion"
"1482","of"
"1483","advocacy"
"1484","in"
"1485","the"
"1486","panels"
"1487","charter"
"1488","the"
"1489","first"
"1490","year"
"1491","of"
"1492","reviews"
"1493","under"
"1494","the"
"1495","new"
"1496","special"
"1497","programs"
"1498","guidelines"
"1499","provided"
"1500","the"
"1501","members"
"1502","of"
"1503","spac"
"1504","with"
"1505","valuable"
"1506","insight"
"1507","into"
"1508","the"
"1509","workings"
"1510","of"
"1511","program"
"1512","panels"
"1513","in"
"1514","the"
"1515","future"
"1516","spac"
"1517","will"
"1518","concentrate"
"1519","on"
"1520","the"
"1521","significant"
"1522","activities"
"1523","of"
"1524","the"
"1525","panels"
"1526","since"
"1527","their"
"1528","last"
"1529","meeting"
"1530","with"
"1531","spac"
"1532","spac"
"1533","will"
"1534","also"
"1535","make"
"1536","sure"
"1537","chat"
"1538","recommendations"
"1539","made"
"1540","during"
"1541","previous"
"1542","reviews"
"1543","were"
"1544","acted"
"1545","upon"
"1546","staff"
"1547","will"
"1548","keep"
"1549","spac"
"1550","informed"
"1551","of"
"1552","new"
"1553","actions"
"1554","as"
"1555","they"
"1556","occur"
"1557","rather"
"1558","than"
"1559","waiting"
"1560","for"
"1561","a"
"1562","scheduled"
"1563","meeting"
"1564","further"
"1565","background"
"1566","on"
"1567","the"
"1568","functioning"
"1569","of"
"1570","the"
"1571","special"
"1572","programs"
"1573","division"
"1574","its"
"1575","major"
"1576","accomplishments"
"1577","during"
"1578","the"
"1579","past"
"1580","year"
"1581","and"
"1582","a"
"1583","summary"
"1584","of"
"1585","each"
"1586","program"
"1587","is"
"1588","attached"
"1589","to"
"1590","this"
"1591","report"
"1592","spac"
"1593","has"
"1594","now"
"1595","completed"
"1596","its"
"1597","first"
"1598","year"
"1599","as"
"1600","authorized"
"1601","by"
"1602","the"
"1603","executive"
"1604","committee"
"1605","spac"
"1606","is"
"1607","performing"
"1608","a"
"1609","valuable"
"1610","oversight"
"1611","function"
"1612","for"
"1613","cma"
"1614","special"
"1615","programs"
"1616","and"
"1617","i"
"1618","therefore"
"1619","recommend"
"1620","reauthorization"
"1621","of"
"1622","this"
"1623","committee"
"1624","for"
"1625","a"
"1626","second"
"1627","year"
"1628","cma"
"1629","cma"
"1630","attachment"
"1631","biomedical"
"1632","and"
"1633","environmental"
"1634","special"
"1635","programs"
"1636","an"
"1637","overview"
"1638","mission"
"1639","th"
"1640","mission"
"1641","of"
"1642","the"
"1643","cma"
"1644","biomedical"
"1645","and"
"1646","environmental"
"1647","special"
"1648","programs"
"1649","division"
"1650","special"
"1651","programs"
"1652","is"
"1653","to"
"1654","provide"
"1655","manufacturers"
"1656","processors"
"1657","and"
"1658","or"
"1659","users"
"1660","of"
"1661","a"
"1662","chemical"
"1663","or"
"1664","chemicals"
"1665","with"
"1666","the"
"1667","opportunity"
"1668","to"
"1669","support"
"1670","collec­"
"1671","tively"
"1672","research"
"1673","andor"
"1674","advocacy"
"1675","on"
"1676","specific"
"1677","chemicals"
"1678","when"
"1679","referring"
"1680","to"
"1681","special"
"1682","programs"
"1683","advocacy"
"1684","involves"
"1685","external"
"1686","communication"
"1687","not"
"1688","designed"
"1689","solely"
"1690","for"
"1691","information"
"1692","exchange"
"1693","that"
"1694","relates"
"1695","to"
"1696","existing"
"1697","or"
"1698","developing"
"1699","regulations"
"1700","legislation"
"1701","or"
"1702","litigation"
"1703","cma"
"1704","serves"
"1705","participating"
"1706","companies"
"1707","by"
"1708","providing"
"1709","proper"
"1710","and"
"1711","effective"
"1712","administration"
"1713","of"
"1714","programs"
"1715","scientific"
"1716","information"
"1717","developed"
"1718","through"
"1719","research"
"1720","programs"
"1721","should"
"1722","pro­"
"1723","mote"
"1724","the"
"1725","health"
"1726","and"
"1727","safety"
"1728","of"
"1729","the"
"1730","general"
"1731","public"
"1732","and"
"1733","of"
"1734","workers"
"1735","involved"
"1736","in"
"1737","manufacturing"
"1738","processing"
"1739","and"
"1740","using"
"1741","these"
"1742","chemicals"
"1743","all"
"1744","significant"
"1745","findings"
"1746","and"
"1747","reports"
"1748","of"
"1749","ckaadminlstared"
"1750","research"
"1751","programs"
"1752","are"
"1753","available"
"1754","to"
"1755","the"
"1756","public"
"1757","in"
"1758","a"
"1759","timely"
"1760","manner"
"1761","division"
"1762","summary"
"1763","cma"
"1764","approved"
"1765","the"
"1766","first"
"1767","special"
"1768","project"
"1769","in"
"1770","the"
"1771","initial"
"1772","special"
"1773","projects"
"1774","were"
"1775","exclusively"
"1776","research"
"1777","oriented"
"1778","the"
"1779","intent"
"1780","at"
"1781","that"
"1782","time"
"1783","was"
"1784","for"
"1785","cma"
"1786","to"
"1787","collect"
"1788","and"
"1789","disburse"
"1790","the"
"1791","necessary"
"1792","funds"
"1793","contract"
"1794","for"
"1795","the"
"1796","research"
"1797","to"
"1798","be"
"1799","done"
"1800","and"
"1801","provide"
"1802","meeting"
"1803","facilities"
"1804","and"
"1805","surveillance"
"1806","over"
"1807","the"
"1808","conduct"
"1809","of"
"1810","the"
"1811","meetings"
"1812","the"
"1813","time"
"1814","requirements"
"1815","on"
"1816","cma"
"1817","staff"
"1818","were"
"1819","expected"
"1820","to"
"1821","be"
"1822","minimal"
"1823","since"
"1824","the"
"1825","participating"
"1826","companies"
"1827","would"
"1828","provide"
"1829","all"
"1830","technical"
"1831","expertise"
"1832","and"
"1833","management"
"1834","skills"
"1835","necessary"
"1836","to"
"1837","conduct"
"1838","the"
"1839","pro­"
"1840","grams"
"1841","the"
"1842","administration"
"1843","of"
"1844","these"
"1845","programs"
"1846","was"
"1847","assigned"
"1848","to"
"1849","cma"
"1850","secretar­"
"1851","ies"
"1852","of"
"1853","several"
"1854","standing"
"1855","committees"
"1856","the"
"1857","number"
"1858","of"
"1859","special"
"1860","programs"
"1861","administered"
"1862","by"
"1863","cma"
"1864","increased"
"1865","at"
"1866","a"
"1867","mod­"
"1868","erate"
"1869","rate"
"1870","from"
"1871","to"
"1872","by"
"1873","the"
"1874","end"
"1875","of"
"1876","cma"
"1877","was"
"1878","administering"
"1879","to"
"1880","seventeen"
"1881","special"
"1882","programs"
"1883","since"
"1884","requests"
"1885","for"
"1886","cma"
"1887","to"
"1888","undertake"
"1889","new"
"1890","special"
"1891","programs"
"1892","have"
"1893","increased"
"1894","considerably"
"1895","this"
"1896","increase"
"1897","is"
"1898","due"
"1899","mainly"
"1900","to"
"1901","increased"
"1902","activities"
"1903","related"
"1904","to"
"1905","the"
"1906","toxic"
"1907","substances"
"1908","control"
"1909","act"
"1910","clean"
"1911","air"
"1912","act"
"1913","and"
"1914","clean"
"1915","water"
"1916","act"
"1917","the"
"1918","special"
"1919","programs"
"1920","division"
