"","dictionary"
"347","on"
"348","behalf"
"349","of"
"350","the"
"351","states"
"352","citizens"
"353","water"
"354","quality"
"355","amendments"
"356","nearing"
"357","conference"
"358","house"
"359","and"
"360","senate"
"361","conferees"
"362","will"
"363","soon"
"364","meet"
"365","to"
"366","determine"
"367","the"
"368","fate"
"369","of"
"370","a"
"371","bill"
"372","amending"
"373","the"
"374","federal"
"375","water"
"376","pollution"
"377","control"
"378","act"
"379","in"
"380","several"
"381","significant"
"382","respects"
"383","major"
"384","point"
"385","of"
"386","contention"
"387","will"
"388","be"
"389","the"
"390","wording"
"391","of"
"392","the"
"393","wetlands"
"394","section"
"395","that"
"396","is"
"397","how"
"398","to"
"399","control"
"400","pollution"
"401","resulting"
"402","from"
"403","dredge"
"404","and"
"405","fill"
"406","operations"
"407","in"
"408","wetlands"
"409","lakes"
"410","and"
"411","streams"
"412","other"
"413","provisions"
"414","construction"
"415","grants"
"416","for"
"417","municipal"
"418","sewage"
"419","treatment"
"420","plants"
"421","funding"
"422","for"
"423","epa"
"424","aid"
"425","in"
"426","the"
"427","form"
"428","of"
"429","loan"
"430","guarantees"
"431","for"
"432","cities"
"433","shares"
"434","of"
"435","federallyfunded"
"436","sewage"
"437","treatment"
"438","projects"
"439","modification"
"440","of"
"441","deadlines"
"442","within"
"443","which"
"444","public"
"445","treatment"
"446","plants"
"447","must"
"448","meet"
"449","requirements"
"450","cma"
"451","r"
"452","the"
"453","wetlands"
"454","pollution"
"455","controversy"
"456","arises"
"457","as"
"458","a"
"459","result"
"460","of"
"461","regulations"
"462","written"
"463","by"
"464","the"
"465","army"
"466","corps"
"467","of"
"468","engineers"
"469","pursuant"
"470","to"
"471","the"
"472","original"
"473","federal"
"474","water"
"475","pollution"
"476","control"
"477","act"
"478","of"
"479","a"
"480","court"
"481","ruling"
"482","held"
"483","that"
"484","these"
"485","regulations"
"486","apply"
"487","to"
"488","all"
"489","waters"
"490","of"
"491","the"
"492","u"
"493","s"
"494","and"
"495","not"
"496","just"
"497","those"
"498","defined"
"499","as"
"500","navigable"
"501","under"
"502","the"
"503","law"
"504","staff"
"505","members"
"506","of"
"507","the"
"508","house"
"509","and"
"510","senate"
"511","public"
"512","works"
"513","committees"
"514","have"
"515","been"
"516","meeting"
"517","in"
"518","an"
"519","effort"
"520","to"
"521","find"
"522","a"
"523","basis"
"524","for"
"525","compromise"
"526","regardless"
"527","of"
"528","the"
"529","outcome"
"530","the"
"531","next"
"532","congress"
"533","will"
"534","be"
"535","con­"
"536","ducting"
"537","an"
"538","indepth"
"539","review"
"540","of"
"541","pl"
"542","and"
"543","the"
"544","report"
"545","of"
"546","the"
"547","presidents"
"548","commission"
"549","on"
"550","water"
"551","quality"
"552","mca"
"553","expects"
"554","to"
"555","take"
"556","an"
"557","active"
"558","role"
"559","in"
"560","those"
"561","deliberations"
"562","and"
"563","our"
"564","preparations"
"565","are"
"566","already"
"567","underway"
"568","enactment"
"569","seems"
"570","likely"
"571","for"
"572","solid"
"573","waste"
"574","legislation"
"575","the"
"576","senate"
"577","calls"
"578","it"
"579","solid"
"580","waste"
"581","utilization"
"582","while"
"583","the"
"584","house"
"585","refers"
"586","to"
"587","it"
"588","as"
"589","resource"
"590","conservation"
"591","and"
"592","recovery"
"593","but"
"594","whatever"
"595","the"
"596","name"
"597","a"
"598","new"
"599","solid"
"600","waste"
"601","law"
"602","appears"
"603","to"
"604","be"
"605","in"
"606","prospect"
"607","m"
"608","the"
"609","senate"
"610","passed"
"611","s"
"612","last"
"613","june"
"614","in"
"615","a"
"616","generally"
"617","acceptable"
"618","form"
"619","in"
"620","recent"
"621","months"
"622","the"
"623","house"
"624","interstate"
"625","and"
"626","foreign"
"627","commerce"
"628","committee"
"629","has"
"630","been"
"631","at"
"632","work"
"633","on"
"634","several"
"635","versions"
"636","of"
"637","its"
"638","own"
"639","subcommittee"
"640","draft"
"641","language"
"642","was"
"643","circulated"
"644","for"
"645","comment"
"646","and"
"647","a"
"648","number"
"649","of"
"650","helpful"
"651","changes"
"652","incorporated"
"653","the"
"654","committee"
"655","bill"
"656","has"
"657","now"
"658","been"
"659","cleared"
"660","for"
"661","house"
"662","floor"
"663","consideration"
"664","next"
"665","week"
"666","it"
"667","appears"
"668","unlikely"
"669","that"
"670","the"
"671","housesenate"
"672","conference"
"673","will"
"674","encounter"
"675","substantial"
"676","difficulty"
"677","and"
"678","enactment"
"679","appears"
"680","to"
"681","be"
"682","a"
"683","good"
"684","bet"
"685","industry"
"686","appears"
"687","favorably"
"688","inclined"
"689","toward"
"690","both"
"691","bills"
"692","the"
"693","major"
"694","provisions"
"695","mandatory"
"696","federal"
"697","standards"
"698","on"
"699","hazardous"
"700","waste"
"701","including"
"702","its"
"703","generation"
"704","transport"
"705","storage"
"706","and"
"707","disposal"
"708","epa"
"709","may"
"710","delegate"
"711","implementation"
"712","to"
"713","the"
"714","states"
"715","epa"
"716","guidelines"
"717","for"
"718","state"
"719","solid"
"720","waste"
"721","management"
"722","plans"
"723","with"
"724","grants"
"725","and"
"726","technical"
"727","aid"
"728","handled"
"729","through"
"730","a"
"731","new"
"732","office"
"733","of"
"734","discarded"
"735","materials"
"736","substantial"
"737","epa"
"738","research"
"739","and"
"740","development"
"741","programs"
"742","aimed"
"743","at"
"744","smallscale"
"745","and"
"746","lowtechnology"
"747","systems"
"748","sludge"
"749","management"
"750","reducing"
"751","air"
"752","quality"
"753","problems"
"754","from"
"755","incineration"
"756","and"
"757","energy"
"758","recovery"
"759","cma"
"760","study"
"761","programs"
"762","in"
"763","eleven"
"764","specified"
"765","areas"
"766","including"
"767","plastics"
"768","recovery"
"769","energy"
"770","recovery"
"771","sludge"
"772","reduction"
"773","and"
"774","waste"
"775","reduction"
"776","outlook"
"777","favorable"
"778","for"
"779","massive"
"780","tax"
"781","reform"
"782","bill"
"783","it"
"784","has"
"785","taken"
"786","two"
"787","years"
"788","over"
"789","a"
"790","thousand"
"791","pages"
"792","of"
"793","text"
"794","and"
"795","two"
"796","weeks"
"797","of"
"798","intensive"
"799","housesenate"
"800","conferences"
"801","but"
"802","the"
"803","massive"
"804","tax"
"805","reform"
"806","bill"
"807","is"
"808","finally"
"809","near"
"810","enactment"
"811","it"
"812","must"
"813","be"
"814","considered"
"815","the"
"816","most"
"817","significant"
"818","tax"
"819","bill"
"820","since"
"821","since"
"822","it"
"823","impacts"
"824","the"
"825","taxation"
"826","of"
"827","every"
"828","individual"
"829","and"
"830","corporation"
"831","in"
"832","the"
"833","united"
"834","states"
"835","the"
"836","bill"
"837","extends"
"838","through"
"839","next"
"840","year"
"841","although"
"842","in"
"843","somewhat"
"844","different"
"845","form"
"846","the"
"847","antirecession"
"848","tax"
"849","cuts"
"850","voted"
"851","last"
"852","year"
"853","by"
"854","the"
"855","congress"
"856","it"
"857","places"
"858","higher"
"859","taxes"
"860","on"
"861","upperbracket"
"862","taxpayers"
"863","through"
"864","increased"
"865","minimum"
"866","taxes"
"867","and"
"868","reduction"
"869","of"
"870","tax"
"871","shelters"
"872","it"
"873","alters"
"874","treatment"
"875","of"
"876","estate"
"877","and"
"878","gift"
"879","taxes"
"880","deductions"
"881","for"
"882","the"
"883","use"
"884","of"
"885","private"
"886","homes"
"887","in"
"888","business"
"889","deductions"
"890","for"
"891","vacation"
"892","homes"
"893","and"
"894","individual"
"895","retirement"
"896","accounts"
"897","especially"
"898","significant"
"899","is"
"900","the"
"901","fact"
"902","that"
"903","the"
"904","bill"
"905","raises"
"906","approximately"
"907","billion"
"908","in"
"909","revenue"
"910","for"
"911","the"
"912","next"
"913","fiscal"
"914","year"
"915","this"
"916","was"
"917","essentially"
"918","the"
"919","target"
"920","of"
"921","the"
"922","house"
"923","bill"
"924","and"
"925","of"
"926","both"
"927","the"
"928","senate"
"929","and"
"930","house"
"931","budget"
"932","committees"
"933","the"
"934","bill"
"935","is"
"936","therefore"
"937","regarded"
"938","as"
"939","something"
"940","of"
"941","a"
"942","victory"
"943","for"
"944","house"
"945","ways"
"946","and"
"947","means"
"948","committee"
"949","chairman"
"950","a"
"951","ullman"
"952","dore"
"953","and"
"954","for"
"955","the"
"956","new"
"957","congressional"
"958","budgetsetting"
"959","process"
"960","itself"
"961","to"
"962","refresh"
"963","your"
"964","memory"
"965","the"
"966","tax"
"967","reform"
"968","act"
"969","passed"
"970","the"
"971","house"
"972","in"
"973","december"
"974","and"
"975","in"
"976","the"
"977","spring"
"978","underwent"
"979","hearings"
"980","in"
"981","the"
"982","senate"
"983","finance"
"984","committee"
"985","for"
"986","about"
"987","two"
"988","months"
"989","mr"
"990","f"
"991","perry"
"992","wilson"
"993","testified"
"994","on"
"995","behalf"
"996","of"
"997","mca"
"998","urging"
"999","adoption"
"1000","of"
"1001","provisions"
"1002","which"
"1003","would"
"1004","encourage"
"1005","capital"
"1006","investment"
"1007","and"
"1008","opposing"
"1009","changes"
"1010","in"
"1011","tax"
"1012","provisions"
"1013","related"
"1014","to"
"1015","foreign"
"1016","operations"
"1017","of"
"1018","u"
"1019","s"
"1020","companies"
"1021","the"
"1022","committee"
"1023","completed"
"1024","markup"
"1025","of"
"1026","its"
"1027","bill"
"1028","in"
"1029","midjune"
"1030","and"
"1031","the"
"1032","senate"
"1033","floor"
"1034","debate"
"1035","began"
"1036","later"
"1037","that"
"1038","month"
"1039","a"
"1040","bipartisan"
"1041","coalition"
"1042","of"
"1043","moderates"
"1044","led"
"1045","by"
"1046","senator"
"1047","russell"
"1048","long"
"1049","held"
"1050","off"
"1051","the"
"1052","efforts"
"1053","of"
"1054","reformers"
"1055","to"
"1056","add"
"1057","a"
"1058","variety"
"1059","of"
"1060","antibusiness"
"1061","amendments"
"1062","the"
"1063","senate"
"1064","passed"
"1065","the"
"1066","measure"
"1067","in"
"1068","early"
"1069","august"
"1070","last"
"1071","week"
"1072","house"
"1073","and"
"1074","senate"
"1075","conferees"
"1076","reached"
"1077","agreement"
"1078","on"
"1079","all"
"1080","pro­"
"1081","visions"
"1082","j"
"1083","the"
"1084","conference"
"1085","compromise"
"1086","contains"
"1087","the"
"1088","following"
"1089","items"
"1090","of"
"1091","interest"
"1092","to"
"1093","our"
"1094","industry"
"1095","cma"
"1096","i"
"1097","canital"
"1098","formation"
"1099","and"
"1100","corporate"
"1101","tax"
"1102","rates"
"1103","the"
"1104","investment"
"1105","tax"
"1106","credit"
"1107","is"
"1108","extended"
"1109","for"
"1110","years"
"1111","corporate"
"1112","tax"
"1113","rates"
"1114","are"
"1115","set"
"1116","at"
"1117","on"
"1118","the"
"1119","first"
"1120","above"
"1121","these"
"1122","levels"
"1123","are"
"1124","extended"
"1125","through"
"1126","taxpayers"
"1127","who"
"1128","are"
"1129","now"
"1130","allowed"
"1131","a"
"1132","year"
"1133","carryback"
"1134","and"
"1135","a"
"1136","year"
"1137","carryforward"
"1138","of"
"1139","net"
"1140","operating"
"1141","losses"
"1142","will"
"1143","receive"
"1144","an"
"1145","additional"
"1146","two"
"1147","years"
"1148","to"
"1149","write"
"1150","off"
"1151","their"
"1152","losses"
"1153","the"
"1154","minimum"
"1155","tax"
"1156","rate"
"1157","for"
"1158","corporations"
"1159","is"
"1160","increased"
"1161","the"
"1162","month"
"1163","holding"
"1164","period"
"1165","for"
"1166","longterm"
"1167","capital"
"1168","gains"
"1169","is"
"1170","increased"
"1171","to"
"1172","months"
"1173","in"
"1174","and"
"1175","to"
"1176","one"
"1177","year"
"1178","in"
"1179","foreign"
"1180","source"
"1181","income"
"1182","disc"
"1183","benefits"
"1184","are"
"1185","applicable"
"1186","to"
"1187","that"
"1188","increment"
"1189","of"
"1190","export"
"1191","gross"
"1192","receipts"
"1193","which"
"1194","exceed"
"1195","of"
"1196","base"
"1197","period"
"1198","gross"
"1199","receipts"
"1200","the"
"1201","base"
"1202","period"
"1203","will"
"1204","be"
"1205","taxable"
"1206","years"
"1207","to"
"1208","illegal"
"1209","payments"
"1210","to"
"1211","foreign"
"1212","officials"
"1213","may"
"1214","not"
"1215","be"
"1216","deducted"
"1217","do"
"1218","not"
"1219","reduce"
"1220","earnings"
"1221","and"
"1222","profits"
"1223","and"
"1224","are"
"1225","deemed"
"1226","immediately"
"1227","repatriated"
"1228","for"
"1229","tax"
"1230","purposes"
"1231","companies"
"1232","complying"
"1233","or"
"1234","cooperating"
"1235","with"
"1236","international"
"1237","boycotts"
"1238","are"
"1239","denied"
"1240","the"
"1241","foreign"
"1242","tax"
"1243","credit"
"1244","deferral"
"1245","and"
"1246","disc"
"1247","benefits"
"1248","on"
"1249","that"
"1250","portion"
"1251","of"
"1252","their"
"1253","income"
"1254","related"
"1255","to"
"1256","the"
"1257","boycott"
"1258","the"
"1259","provision"
"1260","would"
"1261","not"
"1262","apply"
"1263","to"
"1264","boycotts"
"1265","approved"
"1266","or"
"1267","agreed"
"1268","to"
"1269","by"
"1270","the"
"1271","u"
"1272","s"
"1273","the"
"1274","earned"
"1275","income"
"1276","abroad"
"1277","exclusion"
"1278","is"
"1279","reduced"
"1280","to"
"1281","the"
"1282","conferees"
"1283","agreed"
"1284","to"
"1285","remove"
"1286","energy"
"1287","tax"
"1288","provisions"
"1289","from"
"1290","the"
"1291","tax"
"1292","reform"
"1293","bill"
"1294","preferring"
"1295","to"
"1296","handle"
"1297","this"
"1298","area"
"1299","separately"
"1300","in"
"1301","a"
"1302","last"
"1303","minute"
"1304","change"
"1305","they"
"1306","included"
"1307","state"
"1308","tax"
"1309","reform"
"1310","provisions"
"1311","cm"
